Date,Close
04/01/2022 16:00:00,9.36
05/01/2022 16:00:00,9.17
06/01/2022 16:00:00,8.99
07/01/2022 16:00:00,9.27
10/01/2022 16:00:00,9.08
11/01/2022 16:00:00,9.64
12/01/2022 16:00:00,10.22
13/01/2022 16:00:00,9.88
14/01/2022 16:00:00,9.88
17/01/2022 16:00:00,10.09
18/01/2022 16:00:00,10.04
19/01/2022 16:00:00,10.08
20/01/2022 16:00:00,10.04
21/01/2022 16:00:00,9.63
24/01/2022 16:00:00,9.27
25/01/2022 16:00:00,9.32
26/01/2022 16:00:00,9.36
27/01/2022 16:00:00,9.19
28/01/2022 16:00:00,9.01
31/01/2022 16:00:00,9.13
01/02/2022 16:00:00,9.35
02/02/2022 16:00:00,9.2
03/02/2022 16:00:00,9.15
04/02/2022 16:00:00,9.39
07/02/2022 16:00:00,9.48
08/02/2022 16:00:00,9.78
09/02/2022 16:00:00,10.47
10/02/2022 16:00:00,10.38
11/02/2022 16:00:00,10.24
14/02/2022 16:00:00,10.23
15/02/2022 16:00:00,10.36
16/02/2022 16:00:00,10.37
17/02/2022 16:00:00,10.12
18/02/2022 16:00:00,9.9
22/02/2022 16:00:00,9.97
23/02/2022 16:00:00,9.82
24/02/2022 16:00:00,9.48
25/02/2022 16:00:00,9.92
28/02/2022 16:00:00,10.33
01/03/2022 16:00:00,10.15
02/03/2022 16:00:00,10.28
03/03/2022 16:00:00,10.48
04/03/2022 16:00:00,10.4
07/03/2022 16:00:00,10.04
08/03/2022 16:00:00,10.12
09/03/2022 16:00:00,10.41
10/03/2022 16:00:00,11.12
11/03/2022 16:00:00,10.73
14/03/2022 16:00:00,9.55
15/03/2022 16:00:00,9.43
16/03/2022 16:00:00,9.66
17/03/2022 16:00:00,9.9
18/03/2022 16:00:00,9.96
21/03/2022 16:00:00,10.25
22/03/2022 16:00:00,9.99
23/03/2022 16:00:00,10.15
24/03/2022 16:00:00,10.13
25/03/2022 16:00:00,9.98
28/03/2022 16:00:00,9.74
29/03/2022 16:00:00,9.77
30/03/2022 16:00:00,9.95
31/03/2022 16:00:00,9.82
01/04/2022 16:00:00,9.99
04/04/2022 16:00:00,10.12
05/04/2022 16:00:00,9.58
06/04/2022 16:00:00,9.15
07/04/2022 16:00:00,9.46
08/04/2022 16:00:00,9.51
11/04/2022 16:00:00,9.31
12/04/2022 16:00:00,9.29
13/04/2022 16:00:00,9.67
14/04/2022 16:00:00,9.53
18/04/2022 16:00:00,9.51
19/04/2022 16:00:00,9.42
20/04/2022 16:00:00,9.32
21/04/2022 16:00:00,8.71
22/04/2022 16:00:00,8.26
25/04/2022 16:00:00,7.92
26/04/2022 16:00:00,7.66
27/04/2022 16:00:00,8.05
28/04/2022 16:00:00,7.99
29/04/2022 16:00:00,8.23
02/05/2022 16:00:00,8.15
03/05/2022 16:00:00,8.17
04/05/2022 16:00:00,8.28
05/05/2022 16:00:00,7.9
06/05/2022 16:00:00,7.72
09/05/2022 16:00:00,7.16
10/05/2022 16:00:00,6.9
11/05/2022 16:00:00,7.04
12/05/2022 16:00:00,6.58
13/05/2022 16:00:00,6.76
16/05/2022 16:00:00,6.94
17/05/2022 16:00:00,7.37
18/05/2022 16:00:00,7.04
19/05/2022 16:00:00,7.33
20/05/2022 16:00:00,7.2
24/05/2022 16:00:00,7.21
25/05/2022 16:00:00,7.25
26/05/2022 16:00:00,7.38
27/05/2022 16:00:00,7.41
30/05/2022 16:00:00,7.49
31/05/2022 16:00:00,7.24
01/06/2022 16:00:00,7.18
02/06/2022 16:00:00,7.66
03/06/2022 16:00:00,7.4
06/06/2022 16:00:00,7.51
07/06/2022 16:00:00,7.63
08/06/2022 16:00:00,7.71
09/06/2022 16:00:00,7.2
10/06/2022 16:00:00,6.95
13/06/2022 16:00:00,6.5
14/06/2022 16:00:00,6.52
15/06/2022 16:00:00,6.59
16/06/2022 16:00:00,6.29
17/06/2022 16:00:00,6.2
20/06/2022 16:00:00,6.34
21/06/2022 16:00:00,6.3
22/06/2022 16:00:00,5.77
23/06/2022 16:00:00,5.24
24/06/2022 16:00:00,5.49
27/06/2022 16:00:00,5.87
28/06/2022 16:00:00,5.7
29/06/2022 16:00:00,5.4
30/06/2022 16:00:00,5.25
04/07/2022 16:00:00,5.27
05/07/2022 16:00:00,4.98
06/07/2022 16:00:00,4.91
07/07/2022 16:00:00,5.24
08/07/2022 16:00:00,4.84
11/07/2022 16:00:00,4.49
12/07/2022 16:00:00,4.34
13/07/2022 16:00:00,4.36
14/07/2022 16:00:00,4.2
15/07/2022 16:00:00,4.25
18/07/2022 16:00:00,4.38
19/07/2022 16:00:00,4.56
20/07/2022 16:00:00,4.46
21/07/2022 16:00:00,4.43
22/07/2022 16:00:00,4.37
25/07/2022 16:00:00,4.32
26/07/2022 16:00:00,4.23
27/07/2022 16:00:00,4.46
28/07/2022 16:00:00,4.49
29/07/2022 16:00:00,4.93
02/08/2022 16:00:00,4.55
03/08/2022 16:00:00,4.52
04/08/2022 16:00:00,4.63
05/08/2022 16:00:00,4.79
08/08/2022 16:00:00,5.11
09/08/2022 16:00:00,5.32
10/08/2022 16:00:00,5.89
11/08/2022 16:00:00,6.01
12/08/2022 16:00:00,5.83
15/08/2022 16:00:00,5.68
16/08/2022 16:00:00,5.8
17/08/2022 16:00:00,5.64
18/08/2022 16:00:00,5.66
19/08/2022 16:00:00,5.44
22/08/2022 16:00:00,5.35
23/08/2022 16:00:00,5.85
24/08/2022 16:00:00,6.02
25/08/2022 16:00:00,6.19
26/08/2022 16:00:00,6.2
29/08/2022 16:00:00,6.11
30/08/2022 16:00:00,5.81
31/08/2022 16:00:00,5.8
01/09/2022 16:00:00,5.4
02/09/2022 16:00:00,5.44
06/09/2022 16:00:00,5.36
07/09/2022 16:00:00,5.37
08/09/2022 16:00:00,5.67
09/09/2022 16:00:00,5.91
12/09/2022 16:00:00,6.06
13/09/2022 16:00:00,5.72
14/09/2022 16:00:00,5.61
15/09/2022 16:00:00,5.54
16/09/2022 16:00:00,5.67
19/09/2022 16:00:00,5.75
20/09/2022 16:00:00,5.56
21/09/2022 16:00:00,5.47
22/09/2022 16:00:00,5.58
23/09/2022 16:00:00,5.32
26/09/2022 16:00:00,5.19
27/09/2022 16:00:00,5.24
28/09/2022 16:00:00,5.5
29/09/2022 16:00:00,5.51
30/09/2022 16:00:00,5.56
03/10/2022 16:00:00,6.03
04/10/2022 16:00:00,5.91
05/10/2022 16:00:00,5.86
06/10/2022 16:00:00,5.86
07/10/2022 16:00:00,5.57
11/10/2022 16:00:00,5.36
12/10/2022 16:00:00,5.49
13/10/2022 16:00:00,5.56
14/10/2022 16:00:00,5.33
17/10/2022 16:00:00,5.44
18/10/2022 16:00:00,5.29
19/10/2022 16:00:00,5.09
20/10/2022 16:00:00,5.02
21/10/2022 16:00:00,5.44
24/10/2022 16:00:00,5.13
25/10/2022 16:00:00,5.18
26/10/2022 16:00:00,5.57
27/10/2022 16:00:00,5.51
28/10/2022 16:00:00,5.31
31/10/2022 16:00:00,5.17
01/11/2022 16:00:00,5.79
02/11/2022 16:00:00,5.46
03/11/2022 16:00:00,5.87
04/11/2022 16:00:00,6.82
07/11/2022 16:00:00,6.61
08/11/2022 16:00:00,6.8
09/11/2022 16:00:00,6.57
10/11/2022 16:00:00,7.02
11/11/2022 16:00:00,7.27
14/11/2022 16:00:00,7.37
15/11/2022 16:00:00,7.33
16/11/2022 16:00:00,7.23
17/11/2022 16:00:00,7.11
18/11/2022 16:00:00,7
21/11/2022 16:00:00,7.09
22/11/2022 16:00:00,7.35
23/11/2022 16:00:00,7.44
